resume_text,openness,conscientiousness,extraversion,agreeableness,emotional_stability
"Data Analyst resume. Computer Science degree. Skills: TensorFlow, SQL, Git, Node.js. Experience: delivered 5 projects. Highlights: innovative ideas; design thinking; quality assurance; community events; client presentations; team support; conflict resolution; mentoring peers; resilient problem solving.",56,59,64,80,53
"Data Analyst resume. Bachelor of Technology. Skills: Docker, Power BI, Machine Learning, Git, Excel, React. Experience: delivered 5 projects. Highlights: innovative ideas; design thinking; learning new technologies; attention to detail; quality assurance; organized planning; stakeholder engagement; empathetic communication; mentoring peers; team support; adaptable execution.",73,82,54,78,45
"Product Associate resume. Bachelor of Technology. Skills: Power BI, NLP, Git, SQL, Machine Learning. Experience: delivered 4 projects. Highlights: design thinking; creative experimentation; organized planning; attention to detail; community events; team workshops; client presentations; team support; mentoring peers; calm under pressure.",64,70,77,61,45
"Product Associate resume. Bachelor of Technology. Skills: SQL, Python, Docker, AWS, C++, Machine Learning, Java, TensorFlow. Experience: delivered 3 projects. Highlights: creative experimentation; quality assurance; structured documentation; public speaking; client presentations; mentoring peers; team support; calm under pressure; resilient problem solving.",39,63,66,63,76
"Web Developer resume. Bachelor of Science. Skills: SQL, JavaScript, Machine Learning, Docker, Excel, Java. Experience: delivered 1 projects. Highlights: learning new technologies; innovative ideas; structured documentation; stakeholder engagement; community events; team workshops; cross-functional collaboration; adaptable execution; resilient problem solving; steady decision making.",59,51,84,44,90
"Web Developer resume. Computer Science degree. Skills: C++, Power BI, Excel, SQL, Python. Experience: delivered 5 projects. Highlights: design thinking; learning new technologies; innovative ideas; structured documentation; team workshops; empathetic communication; mentoring peers; steady decision making; resilient problem solving; deadline management.",81,32,52,65,71
"Machine Learning Intern resume. Bachelor of Science. Skills: Git, React, Machine Learning, Java, Python, JavaScript, Excel. Experience: delivered 5 projects. Highlights: creative experimentation; design thinking; curious research; quality assurance; client presentations; empathetic communication; calm under pressure.",86,33,54,38,35
"Machine Learning Intern resume. Computer Science degree. Skills: Machine Learning, Git, Python, AWS, TensorFlow, Docker, C++. Experience: delivered 4 projects. Highlights: innovative ideas; curious research; reliable delivery; attention to detail; community events; team workshops; stakeholder engagement; team support; conflict resolution; cross-functional collaboration; adaptable execution; resilient problem solving; steady decision making.",48,67,73,83,76
"Data Analyst resume. Master of Computer Applications. Skills: Docker, C++, Machine Learning, Excel, JavaScript, Java, React, Node.js. Experience: delivered 1 projects. Highlights: design thinking; structured documentation; team workshops; community events; team support; resilient problem solving; deadline management; calm under pressure.",43,54,54,48,85
"Web Developer resume. Bachelor of Technology. Skills: React, Git, C++, AWS, Node.js, Python, Excel, Machine Learning. Experience: delivered 4 projects. Highlights: curious research; creative experimentation; reliable delivery; structured documentation; community events; conflict resolution; cross-functional collaboration; calm under pressure; resilient problem solving; steady decision making.",64,60,41,77,80
"Machine Learning Intern resume. Computer Science degree. Skills: C++, Git, Java, SQL, Excel, AWS, React, NLP. Experience: delivered 1 projects. Highlights: learning new technologies; attention to detail; reliable delivery; quality assurance; stakeholder engagement; community events; public speaking; team support; conflict resolution; empathetic communication; steady decision making.",48,75,68,75,44
"Web Developer resume. Computer Science degree. Skills: Java, React, Git, Machine Learning, TensorFlow, AWS, Node.js, Excel. Experience: delivered 4 projects. Highlights: innovative ideas; learning new technologies; reliable delivery; team workshops; community events; stakeholder engagement; empathetic communication; deadline management.",70,50,82,40,39
"Software Engineer resume. Bachelor of Science. Skills: Docker, JavaScript, TensorFlow, React. Experience: delivered 1 projects. Highlights: curious research; quality assurance; structured documentation; organized planning; community events; client presentations; public speaking; cross-functional collaboration; conflict resolution; calm under pressure.",47,80,82,59,45
"Machine Learning Intern resume. Bachelor of Technology. Skills: Machine Learning, Power BI, Node.js, C++. Experience: delivered 5 projects. Highlights: design thinking; quality assurance; structured documentation; stakeholder engagement; client presentations; cross-functional collaboration; mentoring peers; calm under pressure.",42,66,65,54,38
"Web Developer resume. Bachelor of Technology. Skills: Git, NLP, React, Power BI, Excel, Node.js, SQL. Experience: delivered 1 projects. Highlights: creative experimentation; curious research; design thinking; attention to detail; reliable delivery; quality assurance; public speaking; stakeholder engagement; cross-functional collaboration; steady decision making.",73,83,66,44,42
"Machine Learning Intern resume. Bachelor of Technology. Skills: React, Java, Power BI, NLP, Git. Experience: delivered 1 projects. Highlights: creative experimentation; design thinking; attention to detail; organized planning; stakeholder engagement; community events; team support; cross-functional collaboration; adaptable execution; calm under pressure.",50,54,57,65,67
"Machine Learning Intern resume. Computer Science degree. Skills: NLP, Java, Docker, TensorFlow, Machine Learning. Experience: delivered 2 projects. Highlights: creative experimentation; curious research; learning new technologies; organized planning; team workshops; community events; mentoring peers; cross-functional collaboration; steady decision making; resilient problem solving; adaptable execution.",85,47,65,71,83
"Software Engineer resume. Master of Computer Applications. Skills: React, AWS, Machine Learning, Docker, Power BI, JavaScript, TensorFlow. Experience: delivered 2 projects. Highlights: innovative ideas; creative experimentation; learning new technologies; structured documentation; attention to detail; organized planning; public speaking; stakeholder engagement; team workshops; cross-functional collaboration; steady decision making; deadline management.",80,79,88,33,61
"Machine Learning Intern resume. Bachelor of Technology. Skills: Python, Node.js, Git, AWS. Experience: delivered 2 projects. Highlights: learning new technologies; curious research; innovative ideas; structured documentation; public speaking; team support; calm under pressure.",78,36,43,52,36
